name,domain,verdict,detail,final_url
Frontier Road,frontierroad.com,unreachable,no response,
Fuji Oil,fujioilholdings.com,unreachable,no response,
Futex,futex.co.uk,unreachable,no response,
GQR,gqrgm.com,unreachable,no response,
Garda Capital Partners,gardacap.com,unreachable,no response,
Gaspoint Nordic,gaspointnordic.com,unreachable,no response,
Gate Terminal,gate.nl,unreachable,no response,
Gazprom Marketing and Trading,gazprom-mt.com,unreachable,no response,
Gemserv,gemserv.com,unreachable,no response,
Gerald Metals,geraldmetals.com,unreachable,no response,
Glander International Bunkering,glander-international.com,unreachable,no response,
Gleadell,gleadell.co.uk,unreachable,no response,
Glen Point Capital,glenpointcapital.com,unreachable,no response,
Glencore Energy UK,glencore.co.jp,unreachable,no response,
Global Infrastructure Partners,global-infra.com,unreachable,no response,
Gold Fields,goldfields.com,unreachable,no response,
Golden Destiny,goldendestiny.gr,unreachable,no response,
Golden Ocean,goldenocean.bm,unreachable,no response,
Graticule Asset Management,graticuleam.com,unreachable,no response,
Greencoat Capital,greencoat-capital.com,unreachable,no response,
Greenergy Fuels,greenergy.co.uk,unreachable,no response,
Gresham House Energy Storage,greshamhouse.com/energy-storage,unreachable,http 404,
Guan Chong,guanchongcocoa.com,unreachable,no response,
HMM,hmm21.com,unreachable,no response,
Hanwa,hanwa.co.jp,unreachable,no response,
Hanwa Europe,hanwa.eu,unreachable,no response,
Hapag-Lloyd,hapag-lloyd.com,unreachable,no response,
Hard Eight Trading,hardeight.com,unreachable,no response,
Harmony Energy Income Trust,harmonyenergyincometrust.com,unreachable,no response,
Hartland Shipping,hartlandshipping.com,unreachable,no response,
Hartree Partners Europe,hartree.com,unreachable,no response,
Hartshead Resources,hartshead.com.au,unreachable,no response,
Harvest Energy,harvestenergy.co.uk,unreachable,no response,
Hidden Road Partners,hiddenroad.co.uk,unreachable,no response,
Hidroelectrica,hidroelectrica.ro,unreachable,no response,
Highbridge Capital Management,highbridge.com,unreachable,no response,
Hoegh LNG,hoeghlng.com,unreachable,no response,
Holding Slovenske Elektrarne,hse.si,unreachable,no response,
Hong Kong Exchanges,hkex.com.hk,unreachable,no response,
Horseman Capital Management,horsemancapital.com,unreachable,http 522,
Hyundai Engineering,hec.co.kr,unreachable,no response,
Hyundai Heavy Industries,hd.hhi.co.kr,unreachable,no response,
ICBC,icbc.com.cn,unreachable,no response,
IFA Interconnexion,ifa-interconnector.com,unreachable,no response,
IG Group,iggroup.com,unreachable,no response,
IGas Energy,igasplc.com,unreachable,no response,
IXM,ixm.com,unreachable,no response,
Idemitsu Trading,idemitsu.co.uk,unreachable,no response,
Imperial Petroleum,imperialpetroleums.com,unreachable,no response,
In Commodities Denmark,incommodities.dk,unreachable,no response,
Indus Capital Partners,induscapital.com,unreachable,no response,
Innova Renewables,innovarenewables.co.uk,unreachable,no response,
Integr8 Fuels Asia,integr8fuels.sg,unreachable,no response,
Inter Terminals,interterminals.com,unreachable,no response,
Interconnector UK,interconnector.com,unreachable,no response,
Island Green Power,islandgreenpower.com,unreachable,no response,
Itochu,itochu.co.jp,unreachable,no response,
Iwatani,iwatani.co.jp,unreachable,no response,
JERA Global Markets,jeragm.com,unreachable,no response,
JGC Holdings,jgc.com,unreachable,no response,
Japan Exchange Group,jpx.co.jp,unreachable,no response,
KPI OceanConnect Denmark,kpioceanconnect.dk,unreachable,no response,
Kanematsu,kanematsu.co.jp,unreachable,no response,
Kawasaki Kisen,kline.co.jp,unreachable,no response,
Kershner Trading,kershnertrading.com,unreachable,no response,
Kinross Gold,kinross.com,unreachable,no response,
Kuvari Partners,kuvaripartners.com,unreachable,no response,
LCP Enact,enact.lcp.com,unreachable,http 404,
LQM Petroleum Services,lqm.com,unreachable,no response,
Lansing Trade Group,lansingtrade.com,unreachable,no response,
Legal and General Investment Management,lgim.com,unreachable,no response,
Levin,levin.co.uk,unreachable,no response,
Liquid Capital,liquidcapital.com,unreachable,no response,
Lloyds of London,lloyds.com,unreachable,no response,
M and G Investments,mandg.com,unreachable,no response,
MS Amlin,msamlin.com,unreachable,no response,
MUFG,mufg.jp,unreachable,no response,
Makuria Investment Management,makuria.com,unreachable,no response,
Man Group,man.com,unreachable,no response,
Marubeni,marubeni.com,unreachable,no response,
McKinsey and Company,mckinsey.com,unreachable,no response,
Melchior Asset Management,melchiorasset.com,unreachable,no response,
Menhaden Resource Efficiency,menhaden.com,unreachable,no response,
Mercuria,mercuria.com,unreachable,no response,
Meridiam,meridiam.com,unreachable,no response,
Minerva Bunkering Europe,minervabunkering.eu,unreachable,no response,
Mirabella Financial Services,mirabellafinancial.com,unreachable,no response,
Mitsubishi Chemical,mcgc.com,unreachable,no response,
Mitsubishi Corporation,mitsubishicorp.com,unreachable,no response,
Mitsui OSK Lines,mol.co.jp,unreachable,no response,
Mitsui and Co,mitsui.com,unreachable,no response,
Molecular Energies,molecularenergies.com,unreachable,no response,
Monjasa UK,monjasa.co.uk,unreachable,no response,
Moore Capital,moorecap.com,unreachable,no response,
Multi Marine Services,multimarine.gr,unreachable,no response,
Muntajat,muntajat.com,unreachable,no response,
Mytilineos,mytilineos.gr,unreachable,no response,
NSI Bunkers,nsibunkers.com,unreachable,no response,
Nasdaq Clearing,nasdaqomx.com,unreachable,no response,
Natixis,natixis.com,unreachable,no response,
Naturgy,naturgy.com,unreachable,no response,
Naya Capital,nayacapital.com,unreachable,no response,
Nedcoffee,nedcoffee.com,unreachable,no response,
Nemo Link,nemolink.co.uk,unreachable,no response,
Neptune Energy,neptuneenergy.com,unreachable,no response,
Nexa Resources,nexaresources.com,unreachable,no response,
Nigeria LNG,nlng.com,unreachable,no response,
Nippon Steel Trading,nst.nipponsteel.com,unreachable,no response,
Noble Resources,thisisnoble.com,unreachable,no response,
Nokomis Capital,nokomiscapital.com,unreachable,no response,
North Sea Link,northsealink.com,unreachable,no response,
Northlander Commodity Advisors,northlandercommodity.com,unreachable,no response,
Novum Securities,novumsecurities.com,unreachable,no response,
Numeric Investors,numeric.com,unreachable,no response,
OMIE,omie.es,unreachable,no response,
ONGC,ongcindia.com,unreachable,no response,
OSTC,ostc.com,unreachable,no response,
Oceanic Fuels,oceanicfuels.com,unreachable,no response,
Ofgem E-Serve,ofgem.gov.uk/e-serve,unreachable,http 404,
Olam Food Ingredients,ofi.com.sg,unreachable,no response,
Optima Shipping,optimashipping.gr,unreachable,no response,
Orlen Energia,orlen.com,unreachable,no response,
Ospraie Management,ospraiemgmt.com,unreachable,no response,
PDVSA,pdvsa.com,unreachable,no response,
PEGAS,powernext.com,unreachable,no response,
PGE Polska Grupa,gkpge.pl,unreachable,no response,
PTT,pttplc.com,unreachable,no response,
PVM Oil Associates,pvmoil.com,unreachable,no response,
Pacific Basin,pacificbasin.com,unreachable,no response,
Pacific Green,pacificgreen.tv,unreachable,no response,
Parametric Portfolio,parametricportfolio.com,unreachable,no response,
Payment Systems Regulator,psr.org.uk,unreachable,no response,
Peninsula Middle East,peninsulapetroleum.ae,unreachable,no response,
Penso Power,pensopower.com,unreachable,no response,
Perenco,perenco.com,unreachable,no response,
Perenia Group,perenia.com,unreachable,no response,
Petro Matad,petromatad.com,unreachable,no response,
PetroChina,petrochina.com.cn,unreachable,no response,
PetroChina International London,petrochinaintl.com,unreachable,no response,
Petrofac Engineering,petrofac.com/engineering,unreachable,http 404,
Petrogress,petrogres.com,unreachable,no response,
Petronas LNG,petronaslng.com,unreachable,no response,
Pharo Management,pharomanagement.com,unreachable,no response,
Pinnacle Renewable Energy,pinnaclepellet.com,unreachable,no response,
Pivot Power,pivot-power.co.uk,unreachable,no response,
Portsea Asset Management,portseaam.com,unreachable,no response,
Powerscourt,powerscourt-group.com,unreachable,no response,
Prana Capital,pranacapital.com,unreachable,no response,
Premier Miton Global Renewables,pmgr.co.uk,unreachable,no response,
Prime Oil and Gas,primeoil.gr,unreachable,no response,
Private Equity Recruitment,per-london.com,unreachable,no response,
Proco Commodities,procogroup.com,unreachable,no response,
Prosperity Capital Management,prosperitycapital.com,unreachable,no response,
Prudential Regulation Authority,bankofengland.co.uk,unreachable,no response,
Puma Energy UK,pumaenergy.co.uk,unreachable,no response,
Pöyry Energy,poyry.com,unreachable,http 404,
Quantlab,quantlab.com,unreachable,no response,
RBC Capital Markets,rbccm.com,unreachable,no response,
RELX,relx.com,unreachable,no response,
RSA Insurance,rsagroup.com,unreachable,no response,
Reabold Resources,reaboldresources.co.uk,unreachable,no response,
Rebel Energy,rebelenergy.com,unreachable,no response,
Rebellion Energy,rebellion.energy,unreachable,no response,
Red Kite Capital,redkitecm.com,unreachable,no response,
Reliance Global Energy,ril.co.uk,unreachable,no response,
Return Energy,returnenergy.co.uk,unreachable,no response,
Ricardo Energy and Environment,ricardo.com/ee,unreachable,no response,
Risk.net,risk.net,unreachable,http 404,
River Global,riverglobal.co.uk,unreachable,no response,
Riverlake,riverlake.com,unreachable,no response,
Riverstone Holdings,riverstonellc.com,unreachable,no response,
Rockwood Strategic,rockwoodstrategic.com,unreachable,no response,
Ronin Capital,ronincapitalllc.com,unreachable,no response,
Rubis Terminal,rubis-terminal.com,unreachable,no response,
SDCL Energy Efficiency,sdclee.com,unreachable,no response,
SMBC,smbcgroup.com,unreachable,no response,
SOCAR,socar.az,unreachable,no response,
SWIFT,swift.com,unreachable,no response,
Sagil Capital,sagilcapital.com,unreachable,no response,
Sahara Group,sahara-group.com,unreachable,no response,
Sandaire,sandaire.com,unreachable,no response,
Sanlam Investments,sanlam.co.uk,unreachable,http 404,
Saras Trading,sarasenergia.com,unreachable,no response,
Sarasin Alpha,sarasinalpha.com,unreachable,no response,
Schneider Trading,schneidertrading.com,unreachable,no response,
Schonfeld,schonfeld.com,unreachable,no response,
Sea Oil,seaoil.com,unreachable,no response,
Sea Trade Holdings,seatradeholdings.com,unreachable,no response,
Sembcorp Marine,seatriumltd.com,unreachable,no response,
Sentieo,sentieo.com,unreachable,no response,
Shanghai Futures Exchange,shfe.com.cn,unreachable,no response,
Sinochem International,sinochemintl.com,unreachable,no response,
Sinopec Fuel Oil,sinopecfuel.com,unreachable,no response,
Sinopec Trading,sinopec.com,unreachable,no response,
Snam,snam.it,unreachable,no response,
Sojitz,sojitz.com,unreachable,no response,
Sojitz Europe,sojitz-europe.com,unreachable,no response,
Solaris Commodities,solaris-commodities.com,unreachable,http 404,
Solventis,solventis.co.uk,unreachable,no response,
Spot Trading,spottradingllc.com,unreachable,no response,
Star Asia Shipbroking,starasiashipbroking.com,unreachable,no response,
Star Energy,starenergy.co.uk,unreachable,no response,
Star Refinery,socarturkey.com.tr,unreachable,no response,
Steadview Capital,steadviewcapital.com,unreachable,no response,
Stewart Investors,stewartinvestors.com,unreachable,no response,
Stratton Street Capital,strattonstreet.com,unreachable,no response,
Sucden Coffee,sucden.co.uk,unreachable,no response,
Sumitomo Corporation,sumitomocorp.com,unreachable,no response,
Sumitomo Corporation Europe,sumitomocorp.eu,unreachable,no response,
Sybenetix,sybenetix.com,unreachable,no response,
TIAA,tiaa.org,unreachable,no response,
TT International,ttint.com,unreachable,no response,
Tadawul,saudiexchange.sa,unreachable,no response,
TechnipFMC,technipfmc.com,unreachable,no response,
Terna,terna.it,unreachable,no response,
Thyssenkrupp Materials,thyssenkrupp-materials.com,unreachable,no response,
Timera Energy Advisory,timera-energy.co.uk,unreachable,no response,
Tokio Marine Kiln,tokiomarinekiln.com,unreachable,no response,
Toyota Tsusho,toyota-tsusho.com,unreachable,no response,
Toyota Tsusho Europe,toyotatsusho.eu,unreachable,no response,
Trading Technologies International,tradingtechnologies.co.uk,unreachable,no response,
Trading Technologies Surveillance,tradingtechnologies.com/surveillance,unreachable,http 404,
Trafigura Metals,trafigura.co.uk,unreachable,http 404,
Trailstone,trailstonegroup.com,unreachable,no response,
Traxys Europe,traxys.eu,unreachable,no response,
Tresidor Investment Management,tresidorim.com,unreachable,no response,
Trident Alliance,tridentalliance.org,unreachable,no response,
Trina Storage,trinasolar.com,unreachable,http 404,
Trinity Exploration,trinityexploration.com,unreachable,no response,
Trium Capital,triumcapital.com,unreachable,no response,
Tysers,tysers.com,unreachable,no response,
UK Infrastructure Bank,ukib.org.uk,unreachable,no response,
UnaVista,unavista.londonstockexchange.com,unreachable,http 522,
Uni Marine and Energy,unimarine.gr,unreachable,no response,
Unipec,sinopecgroup.com,unreachable,no response,
Unipec Asia,unipec.com,unreachable,no response,
Uniper Energy Trading,uniper.de,unreachable,no response,
VH Global Energy Infrastructure,vhgei.com,unreachable,no response,
Valaris,valaris.com,unreachable,no response,
Valcambi,valcambi.com,unreachable,no response,
Vantage Capital Markets,vantagecm.com,unreachable,no response,
Varo Energy,varoenergy.com,unreachable,no response,
Vermont Bunkering,vermontuk.com,unreachable,no response,
Verrazzano Capital,verrazzanocapital.com,unreachable,no response,
Vertex Bioenergy,vertexbioenergy.com,unreachable,no response,
Victory Fuels,victoryfuels.com,unreachable,no response,
Viking Link,viking-link.com,unreachable,no response,
Viswa Group,viswalab.com,unreachable,no response,
Vitol Group Services,vitol.co.uk,unreachable,no response,
Voltalia,voltalia.com,unreachable,no response,
Vortexa Analytics,vortexa.co.uk,unreachable,no response,
Wan Hai Lines,wanhai.com,unreachable,no response,
